"IND","Indicator","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"SUM","Summary","AUS","Australia","1998","1998",1.4365079,,
"SUM","Summary","AUS","Australia","2003","2003",1.3476191,,
"SUM","Summary","AUS","Australia","2008","2008",1.3476191,,
"SUM","Summary","AUS","Australia","2013","2013",0.70476192,,
"SUM","Summary","AUT","Austria","1998","1998",4.0666666,,
"SUM","Summary","AUT","Austria","2003","2003",3.5,,
"SUM","Summary","AUT","Austria","2008","2008",3.3,,
"SUM","Summary","AUT","Austria","2013","2013",2.4000001,,
"SUM","Summary","BEL","Belgium","1998","1998",4.6523809,,
"SUM","Summary","BEL","Belgium","2003","2003",4.6761904,,
"SUM","Summary","BEL","Belgium","2008","2008",4.5571427,,
"SUM","Summary","BEL","Belgium","2013","2013",4.0571427,,
"SUM","Summary","CAN","Canada","1998","1998",2.3476191,,
"SUM","Summary","CAN","Canada","2003","2003",2.4976189,,
"SUM","Summary","CAN","Canada","2008","2008",2.4976189,,
"SUM","Summary","CAN","Canada","2013","2013",2.4976189,,
"SUM","Summary","CZE","Czech Republic","1998","1998",0.9285714,,
"SUM","Summary","CZE","Czech Republic","2003","2003",1.0285714,,
"SUM","Summary","CZE","Czech Republic","2008","2008",1.2285714,,
"SUM","Summary","CZE","Czech Republic","2013","2013",1.5619048,,
"SUM","Summary","DNK","Denmark","1998","1998",3,,
"SUM","Summary","DNK","Denmark","2003","2003",3,,
"SUM","Summary","DNK","Denmark","2008","2008",1.8333334,,
"SUM","Summary","DNK","Denmark","2013","2013",1.6857142,,
"SUM","Summary","FIN","Finland","1998","1998",2.8619046,,
"SUM","Summary","FIN","Finland","2003","2003",2.8619046,,
"SUM","Summary","FIN","Finland","2008","2008",2.8857143,,
"SUM","Summary","FIN","Finland","2013","2013",2.8619046,,
"SUM","Summary","FRA","France","1998","1998",4.5,,
"SUM","Summary","FRA","France","2003","2003",3.7571428,,
"SUM","Summary","FRA","France","2008","2008",3.8047619,,
"SUM","Summary","FRA","France","2013","2013",2.6380951,,
"SUM","Summary","DEU","Germany","1998","1998",3.4023809,,
"SUM","Summary","DEU","Germany","2003","2003",3.3761904,,
"SUM","Summary","DEU","Germany","2008","2008",2.8761904,,
"SUM","Summary","DEU","Germany","2013","2013",2.7095239,,
"SUM","Summary","GRC","Greece","1998","1998",4.6190476,,
"SUM","Summary","GRC","Greece","2003","2003",4.4976192,,
"SUM","Summary","GRC","Greece","2008","2008",3.8547618,,
"SUM","Summary","GRC","Greece","2013","2013",2.545238,,
"SUM","Summary","HUN","Hungary","1998","1998",0.82380956,,
"SUM","Summary","HUN","Hungary","2003","2003",0.7904762,,
"SUM","Summary","HUN","Hungary","2008","2008",1.4428571,,
"SUM","Summary","HUN","Hungary","2013","2013",2.0595238,,
"SUM","Summary","ISL","Iceland","1998","1998",2.5238094,,
"SUM","Summary","ISL","Iceland","2003","2003",1.3928572,,
"SUM","Summary","ISL","Iceland","2008","2008",1.4166666,,
"SUM","Summary","ISL","Iceland","2013","2013",1.4166666,,
"SUM","Summary","IRL","Ireland","1998","1998",1.1666666,,
"SUM","Summary","IRL","Ireland","2003","2003",0.86666667,,
"SUM","Summary","IRL","Ireland","2008","2008",1.5333333,,
"SUM","Summary","IRL","Ireland","2013","2013",1.5333333,,
"SUM","Summary","ITA","Italy","1998","1998",4.3499999,,
"SUM","Summary","ITA","Italy","2003","2003",3.8499999,,
"SUM","Summary","ITA","Italy","2008","2008",4.0642858,,
"SUM","Summary","ITA","Italy","2013","2013",3.1523809,,
"SUM","Summary","JPN","Japan","1998","1998",3.5333333,,
"SUM","Summary","JPN","Japan","2003","2003",2.3125,,
"SUM","Summary","JPN","Japan","2008","2008",2.3125,,
"SUM","Summary","JPN","Japan","2013","2013",2.3791666,,
"SUM","Summary","KOR","Korea","1998","1998",0.42857143,,
"SUM","Summary","KOR","Korea","2003","2003",0.66666669,,
"SUM","Summary","KOR","Korea","2008","2008",0.60000002,,
"SUM","Summary","KOR","Korea","2013","2013",0.69999999,,
"SUM","Summary","LUX","Luxembourg","2003","2003",4.1666665,,
"SUM","Summary","LUX","Luxembourg","2008","2008",4.4666667,,
"SUM","Summary","LUX","Luxembourg","2013","2013",4.5416665,,
"SUM","Summary","MEX","Mexico","1998","1998",1.8000001,,
"SUM","Summary","MEX","Mexico","2003","2003",2.1095238,,
"SUM","Summary","MEX","Mexico","2008","2008",2.1333334,,
"SUM","Summary","MEX","Mexico","2013","2013",2.1095238,,
"SUM","Summary","NLD","Netherlands","1998","1998",1.6714286,,
"SUM","Summary","NLD","Netherlands","2003","2003",1.4714286,,
"SUM","Summary","NLD","Netherlands","2008","2008",0.91428572,,
"SUM","Summary","NLD","Netherlands","2013","2013",0.91428572,,
"SUM","Summary","NZL","New Zealand","2003","2003",0.71999997,,
"SUM","Summary","NZL","New Zealand","2008","2008",0.69999999,,
"SUM","Summary","NZL","New Zealand","2013","2013",0.69999999,,
"SUM","Summary","NOR","Norway","1998","1998",2.6547618,,
"SUM","Summary","NOR","Norway","2003","2003",2.0119047,,
"SUM","Summary","NOR","Norway","2008","2008",2.0119047,,
"SUM","Summary","NOR","Norway","2013","2013",2.0119047,,
"SUM","Summary","POL","Poland","1998","1998",3.1190476,,
"SUM","Summary","POL","Poland","2003","2003",2.5190475,,
"SUM","Summary","POL","Poland","2008","2008",2.4325397,,
"SUM","Summary","POL","Poland","2013","2013",2.55,,
"SUM","Summary","PRT","Portugal","1998","1998",3.4571428,,
"SUM","Summary","PRT","Portugal","2003","2003",3.2857144,,
"SUM","Summary","PRT","Portugal","2008","2008",3.9657142,,
"SUM","Summary","PRT","Portugal","2013","2013",1.8285714,,
"SUM","Summary","SVK","Slovak Republic","2003","2003",1.1404761,,
"SUM","Summary","SVK","Slovak Republic","2008","2008",1.0404762,,
"SUM","Summary","SVK","Slovak Republic","2013","2013",1.75,,
"SUM","Summary","ESP","Spain","1998","1998",4.1999998,,
"SUM","Summary","ESP","Spain","2003","2003",3.6666667,,
"SUM","Summary","ESP","Spain","2008","2008",3.48,,
"SUM","Summary","ESP","Spain","2013","2013",2.8809524,,
"SUM","Summary","SWE","Sweden","1998","1998",1.1,,
"SUM","Summary","SWE","Sweden","2003","2003",0.72000003,,
"SUM","Summary","SWE","Sweden","2008","2008",0.60000002,,
"SUM","Summary","SWE","Sweden","2013","2013",0.60000002,,
"SUM","Summary","CHE","Switzerland","1998","1998",1.5515873,,
"SUM","Summary","CHE","Switzerland","2003","2003",1.3261905,,
"SUM","Summary","CHE","Switzerland","2008","2008",1.3261905,,
"SUM","Summary","CHE","Switzerland","2013","2013",1.1595238,,
"SUM","Summary","TUR","Turkey","2008","2008",2.3785715,,
"SUM","Summary","TUR","Turkey","2013","2013",2.3785715,,
"SUM","Summary","GBR","United Kingdom","1998","1998",3.3800001,,
"SUM","Summary","GBR","United Kingdom","2003","2003",2.1514287,,
"SUM","Summary","GBR","United Kingdom","2008","2008",2.1800001,,
"SUM","Summary","GBR","United Kingdom","2013","2013",1.7928572,,
"SUM","Summary","USA","United States","2003","2003",2,,
"SUM","Summary","USA","United States","2008","2008",1.76,,
"SUM","Summary","USA","United States","2013","2013",1.9028572,,
"SUM","Summary","BRA","Brazil","2008","2008",1.9928572,,
"SUM","Summary","BRA","Brazil","2013","2013",1.9928572,,
"SUM","Summary","CHL","Chile","2008","2008",1,,
"SUM","Summary","CHL","Chile","2013","2013",1,,
"SUM","Summary","CHN","China (People's Republic of)","2008","2008",3.4000001,,
"SUM","Summary","CHN","China (People's Republic of)","2013","2013",2.5238094,,
"SUM","Summary","EST","Estonia","2008","2008",1.4,,
"SUM","Summary","EST","Estonia","2013","2013",1.5,,
"SUM","Summary","ISR","Israel","2008","2008",3.2285714,,
"SUM","Summary","ISR","Israel","2013","2013",3.5095239,,
"SUM","Summary","RUS","Russia","2008","2008",3.0333333,,
"SUM","Summary","RUS","Russia","2013","2013",2.7333333,,
"SUM","Summary","SVN","Slovenia","2008","2008",0.90000004,,
"SUM","Summary","SVN","Slovenia","2013","2013",0.62857145,,
"LPC","Registration and licensing requirements","AUS","Australia","1998","1998",1.3333334,,
"LPC","Registration and licensing requirements","AUS","Australia","2003","2003",1.8,,
"LPC","Registration and licensing requirements","AUS","Australia","2008","2008",1.8,,
"LPC","Registration and licensing requirements","AUS","Australia","2013","2013",2.6666667,,
"LPC","Registration and licensing requirements","AUT","Austria","1998","1998",6,,
"LPC","Registration and licensing requirements","AUT","Austria","2003","2003",6,,
"LPC","Registration and licensing requirements","AUT","Austria","2008","2008",4.8000002,,
"LPC","Registration and licensing requirements","AUT","Austria","2013","2013",5.4000001,,
"LPC","Registration and licensing requirements","BEL","Belgium","1998","1998",4.1999998,,
"LPC","Registration and licensing requirements","BEL","Belgium","2003","2003",4.1999998,,
"LPC","Registration and licensing requirements","BEL","Belgium","2008","2008",4.1999998,,
"LPC","Registration and licensing requirements","BEL","Belgium","2013","2013",4.1999998,,
"LPC","Registration and licensing requirements","CAN","Canada","1998","1998",4.8000002,,
"LPC","Registration and licensing requirements","CAN","Canada","2003","2003",5.6999998,,
"LPC","Registration and licensing requirements","CAN","Canada","2008","2008",5.6999998,,
"LPC","Registration and licensing requirements","CAN","Canada","2013","2013",5.6999998,,
"LPC","Registration and licensing requirements","CZE","Czech Republic","1998","1998",3,,
"LPC","Registration and licensing requirements","CZE","Czech Republic","2003","2003",3.5999999,,
"LPC","Registration and licensing requirements","CZE","Czech Republic","2008","2008",4.8000002,,
"LPC","Registration and licensing requirements","CZE","Czech Republic","2013","2013",4.8000002,,
"LPC","Registration and licensing requirements","DNK","Denmark","1998","1998",6,,
"LPC","Registration and licensing requirements","DNK","Denmark","2003","2003",6,,
"LPC","Registration and licensing requirements","DNK","Denmark","2008","2008",3,,
"LPC","Registration and licensing requirements","DNK","Denmark","2013","2013",2.4000001,,
"LPC","Registration and licensing requirements","FIN","Finland","1998","1998",3.5999999,,
"LPC","Registration and licensing requirements","FIN","Finland","2003","2003",3.5999999,,
"LPC","Registration and licensing requirements","FIN","Finland","2008","2008",3.5999999,,
"LPC","Registration and licensing requirements","FIN","Finland","2013","2013",3.5999999,,
"LPC","Registration and licensing requirements","FRA","France","1998","1998",6,,
"LPC","Registration and licensing requirements","FRA","France","2003","2003",2.4000001,,
"LPC","Registration and licensing requirements","FRA","France","2008","2008",2.4000001,,
"LPC","Registration and licensing requirements","FRA","France","2013","2013",2.4000001,,
"LPC","Registration and licensing requirements","DEU","Germany","1998","1998",2.7,,
"LPC","Registration and licensing requirements","DEU","Germany","2003","2003",2.4000001,,
"LPC","Registration and licensing requirements","DEU","Germany","2008","2008",2.4000001,,
"LPC","Registration and licensing requirements","DEU","Germany","2013","2013",2.4000001,,
"LPC","Registration and licensing requirements","GRC","Greece","1998","1998",6,,
"LPC","Registration and licensing requirements","GRC","Greece","2003","2003",5.6999998,,
"LPC","Registration and licensing requirements","GRC","Greece","2008","2008",5.6999998,,
"LPC","Registration and licensing requirements","GRC","Greece","2013","2013",5.6999998,,
"LPC","Registration and licensing requirements","HUN","Hungary","1998","1998",2.4000001,,
"LPC","Registration and licensing requirements","HUN","Hungary","2003","2003",3.5999999,,
"LPC","Registration and licensing requirements","HUN","Hungary","2008","2008",4.8000002,,
"LPC","Registration and licensing requirements","HUN","Hungary","2013","2013",4.5,,
"LPC","Registration and licensing requirements","ISL","Iceland","1998","1998",5.1428571,,
"LPC","Registration and licensing requirements","ISL","Iceland","2003","2003",4.5,,
"LPC","Registration and licensing requirements","ISL","Iceland","2008","2008",4.5,,
"LPC","Registration and licensing requirements","ISL","Iceland","2013","2013",4.5,,
"LPC","Registration and licensing requirements","IRL","Ireland","1998","1998",0,,
"LPC","Registration and licensing requirements","IRL","Ireland","2003","2003",1.2,,
"LPC","Registration and licensing requirements","IRL","Ireland","2008","2008",1.2,,
"LPC","Registration and licensing requirements","IRL","Ireland","2013","2013",1.2,,
"LPC","Registration and licensing requirements","ITA","Italy","1998","1998",5.0999999,,
"LPC","Registration and licensing requirements","ITA","Italy","2003","2003",5.0999999,,
"LPC","Registration and licensing requirements","ITA","Italy","2008","2008",5.0999999,,
"LPC","Registration and licensing requirements","ITA","Italy","2013","2013",4.1999998,,
"LPC","Registration and licensing requirements","JPN","Japan","1998","1998",3.5999999,,
"LPC","Registration and licensing requirements","JPN","Japan","2003","2003",1.875,,
"LPC","Registration and licensing requirements","JPN","Japan","2008","2008",1.875,,
"LPC","Registration and licensing requirements","JPN","Japan","2013","2013",1.875,,
"LPC","Registration and licensing requirements","KOR","Korea","1998","1998",0.85714287,,
"LPC","Registration and licensing requirements","KOR","Korea","2003","2003",1,,
"LPC","Registration and licensing requirements","KOR","Korea","2008","2008",0.60000002,,
"LPC","Registration and licensing requirements","KOR","Korea","2013","2013",0.60000002,,
"LPC","Registration and licensing requirements","LUX","Luxembourg","2003","2003",3,,
"LPC","Registration and licensing requirements","LUX","Luxembourg","2008","2008",4.8000002,,
"LPC","Registration and licensing requirements","LUX","Luxembourg","2013","2013",5.25,,
"LPC","Registration and licensing requirements","MEX","Mexico","1998","1998",4.8000002,,
"LPC","Registration and licensing requirements","MEX","Mexico","2003","2003",4.8000002,,
"LPC","Registration and licensing requirements","MEX","Mexico","2008","2008",4.8000002,,
"LPC","Registration and licensing requirements","MEX","Mexico","2013","2013",4.8000002,,
"LPC","Registration and licensing requirements","NLD","Netherlands","1998","1998",3.5999999,,
"LPC","Registration and licensing requirements","NLD","Netherlands","2003","2003",2.4000001,,
"LPC","Registration and licensing requirements","NLD","Netherlands","2008","2008",1.2,,
"LPC","Registration and licensing requirements","NLD","Netherlands","2013","2013",1.2,,
"LPC","Registration and licensing requirements","NZL","New Zealand","2003","2003",3.5999999,,
"LPC","Registration and licensing requirements","NZL","New Zealand","2008","2008",4.1999998,,
"LPC","Registration and licensing requirements","NZL","New Zealand","2013","2013",4.1999998,,
"LPC","Registration and licensing requirements","NOR","Norway","1998","1998",4.5,,
"LPC","Registration and licensing requirements","NOR","Norway","2003","2003",4.5,,
"LPC","Registration and licensing requirements","NOR","Norway","2008","2008",4.5,,
"LPC","Registration and licensing requirements","NOR","Norway","2013","2013",4.5,,
"LPC","Registration and licensing requirements","POL","Poland","1998","1998",5.6666665,,
"LPC","Registration and licensing requirements","POL","Poland","2003","2003",5.6666665,,
"LPC","Registration and licensing requirements","POL","Poland","2008","2008",5.6666665,,
"LPC","Registration and licensing requirements","POL","Poland","2013","2013",3.3,,
"LPC","Registration and licensing requirements","PRT","Portugal","1998","1998",3,,
"LPC","Registration and licensing requirements","PRT","Portugal","2003","2003",3,,
"LPC","Registration and licensing requirements","PRT","Portugal","2008","2008",2.4000001,,
"LPC","Registration and licensing requirements","PRT","Portugal","2013","2013",2.4000001,,
"LPC","Registration and licensing requirements","SVK","Slovak Republic","2003","2003",4.1999998,,
"LPC","Registration and licensing requirements","SVK","Slovak Republic","2008","2008",3.5999999,,
"LPC","Registration and licensing requirements","SVK","Slovak Republic","2013","2013",3,,
"LPC","Registration and licensing requirements","ESP","Spain","1998","1998",6,,
"LPC","Registration and licensing requirements","ESP","Spain","2003","2003",5.3333335,,
"LPC","Registration and licensing requirements","ESP","Spain","2008","2008",5.4000001,,
"LPC","Registration and licensing requirements","ESP","Spain","2013","2013",3,,
"LPC","Registration and licensing requirements","SWE","Sweden","1998","1998",0.60000002,,
"LPC","Registration and licensing requirements","SWE","Sweden","2003","2003",0.60000002,,
"LPC","Registration and licensing requirements","SWE","Sweden","2008","2008",0.60000002,,
"LPC","Registration and licensing requirements","SWE","Sweden","2013","2013",0.60000002,,
"LPC","Registration and licensing requirements","CHE","Switzerland","1998","1998",0.66666669,,
"LPC","Registration and licensing requirements","CHE","Switzerland","2003","2003",0.60000002,,
"LPC","Registration and licensing requirements","CHE","Switzerland","2008","2008",0.60000002,,
"LPC","Registration and licensing requirements","CHE","Switzerland","2013","2013",0.60000002,,
"LPC","Registration and licensing requirements","TUR","Turkey","1998","1998",5.6999998,,
"LPC","Registration and licensing requirements","TUR","Turkey","2003","2003",4.8000002,,
"LPC","Registration and licensing requirements","TUR","Turkey","2008","2008",4.8000002,,
"LPC","Registration and licensing requirements","TUR","Turkey","2013","2013",4.8000002,,
"LPC","Registration and licensing requirements","GBR","United Kingdom","1998","1998",3.9000001,,
"LPC","Registration and licensing requirements","GBR","United Kingdom","2003","2003",3.9000001,,
"LPC","Registration and licensing requirements","GBR","United Kingdom","2008","2008",3.9000001,,
"LPC","Registration and licensing requirements","GBR","United Kingdom","2013","2013",3.9000001,,
"LPC","Registration and licensing requirements","USA","United States","2003","2003",6,,
"LPC","Registration and licensing requirements","USA","United States","2008","2008",4.8000002,,
"LPC","Registration and licensing requirements","USA","United States","2013","2013",4.8000002,,
"LPC","Registration and licensing requirements","BRA","Brazil","2008","2008",5.4000001,,
"LPC","Registration and licensing requirements","BRA","Brazil","2013","2013",5.4000001,,
"LPC","Registration and licensing requirements","CHL","Chile","2008","2008",6,,
"LPC","Registration and licensing requirements","CHL","Chile","2013","2013",6,,
"LPC","Registration and licensing requirements","CHN","China (People's Republic of)","2008","2008",6,,
"LPC","Registration and licensing requirements","CHN","China (People's Republic of)","2013","2013",6,,
"LPC","Registration and licensing requirements","EST","Estonia","2008","2008",6,,
"LPC","Registration and licensing requirements","EST","Estonia","2013","2013",6,,
"LPC","Registration and licensing requirements","IND","India","2008","2008",1.5,,
"LPC","Registration and licensing requirements","IND","India","2013","2013",2.4000001,,
"LPC","Registration and licensing requirements","IDN","Indonesia","2013","2013",4.8000002,,
"LPC","Registration and licensing requirements","ISR","Israel","2008","2008",4.1999998,,
"LPC","Registration and licensing requirements","ISR","Israel","2013","2013",4.1999998,,
"LPC","Registration and licensing requirements","RUS","Russia","2008","2008",5.4000001,,
"LPC","Registration and licensing requirements","RUS","Russia","2013","2013",5.4000001,,
"LPC","Registration and licensing requirements","SVN","Slovenia","2008","2008",2.4000001,,
"LPC","Registration and licensing requirements","SVN","Slovenia","2013","2013",1.2,,
"LPC","Registration and licensing requirements","ZAF","South Africa","2008","2008",3.5999999,,
"LPC","Registration and licensing requirements","ZAF","South Africa","2013","2013",3.5999999,,
"SRO","Specific regulation of large outlet","AUS","Australia","1998","1998",0,,
"SRO","Specific regulation of large outlet","AUS","Australia","2003","2003",0,,
"SRO","Specific regulation of large outlet","AUS","Australia","2008","2008",0,,
"SRO","Specific regulation of large outlet","AUT","Austria","1998","1998",5,,
"SRO","Specific regulation of large outlet","AUT","Austria","2003","2003",5,,
"SRO","Specific regulation of large outlet","AUT","Austria","2008","2008",5,,
"SRO","Specific regulation of large outlet","AUT","Austria","2013","2013",0,,
"SRO","Specific regulation of large outlet","BEL","Belgium","1998","1998",4,,
"SRO","Specific regulation of large outlet","BEL","Belgium","2003","2003",5,,
"SRO","Specific regulation of large outlet","BEL","Belgium","2008","2008",6,,
"SRO","Specific regulation of large outlet","BEL","Belgium","2013","2013",6,,
"SRO","Specific regulation of large outlet","CAN","Canada","1998","1998",0,,
"SRO","Specific regulation of large outlet","CAN","Canada","2003","2003",0,,
"SRO","Specific regulation of large outlet","CAN","Canada","2008","2008",0,,
"SRO","Specific regulation of large outlet","CAN","Canada","2013","2013",0,,
"SRO","Specific regulation of large outlet","CZE","Czech Republic","1998","1998",0,,
"SRO","Specific regulation of large outlet","CZE","Czech Republic","2003","2003",0,,
"SRO","Specific regulation of large outlet","CZE","Czech Republic","2008","2008",0,,
"SRO","Specific regulation of large outlet","CZE","Czech Republic","2013","2013",0,,
"SRO","Specific regulation of large outlet","DNK","Denmark","1998","1998",4,,
"SRO","Specific regulation of large outlet","DNK","Denmark","2003","2003",4,,
"SRO","Specific regulation of large outlet","DNK","Denmark","2008","2008",3,,
"SRO","Specific regulation of large outlet","DNK","Denmark","2013","2013",3,,
"SRO","Specific regulation of large outlet","FIN","Finland","1998","1998",3,,
"SRO","Specific regulation of large outlet","FIN","Finland","2003","2003",3,,
"SRO","Specific regulation of large outlet","FIN","Finland","2008","2008",3,,
"SRO","Specific regulation of large outlet","FIN","Finland","2013","2013",3,,
"SRO","Specific regulation of large outlet","FRA","France","1998","1998",6,,
"SRO","Specific regulation of large outlet","FRA","France","2003","2003",6,,
"SRO","Specific regulation of large outlet","FRA","France","2008","2008",6,,
"SRO","Specific regulation of large outlet","FRA","France","2013","2013",4,,
"SRO","Specific regulation of large outlet","DEU","Germany","1998","1998",4,,
"SRO","Specific regulation of large outlet","DEU","Germany","2003","2003",5,,
"SRO","Specific regulation of large outlet","DEU","Germany","2008","2008",5,,
"SRO","Specific regulation of large outlet","DEU","Germany","2013","2013",5,,
"SRO","Specific regulation of large outlet","GRC","Greece","1998","1998",4,,
"SRO","Specific regulation of large outlet","GRC","Greece","2003","2003",4,,
"SRO","Specific regulation of large outlet","GRC","Greece","2008","2008",4,,
"SRO","Specific regulation of large outlet","GRC","Greece","2013","2013",4,,
"SRO","Specific regulation of large outlet","HUN","Hungary","1998","1998",0,,
"SRO","Specific regulation of large outlet","HUN","Hungary","2003","2003",0,,
"SRO","Specific regulation of large outlet","HUN","Hungary","2008","2008",2,,
"SRO","Specific regulation of large outlet","HUN","Hungary","2013","2013",6,,
"SRO","Specific regulation of large outlet","ISL","Iceland","1998","1998",0,,
"SRO","Specific regulation of large outlet","ISL","Iceland","2003","2003",0,,
"SRO","Specific regulation of large outlet","ISL","Iceland","2008","2008",0,,
"SRO","Specific regulation of large outlet","ISL","Iceland","2013","2013",0,,
"SRO","Specific regulation of large outlet","IRL","Ireland","1998","1998",2,,
"SRO","Specific regulation of large outlet","IRL","Ireland","2003","2003",2,,
"SRO","Specific regulation of large outlet","IRL","Ireland","2008","2008",2,,
"SRO","Specific regulation of large outlet","IRL","Ireland","2013","2013",2,,
"SRO","Specific regulation of large outlet","ITA","Italy","1998","1998",3,,
"SRO","Specific regulation of large outlet","ITA","Italy","2003","2003",3,,
"SRO","Specific regulation of large outlet","ITA","Italy","2008","2008",4,,
"SRO","Specific regulation of large outlet","ITA","Italy","2013","2013",4,,
"SRO","Specific regulation of large outlet","JPN","Japan","1998","1998",5,,
"SRO","Specific regulation of large outlet","JPN","Japan","2003","2003",4,,
"SRO","Specific regulation of large outlet","JPN","Japan","2008","2008",4,,
"SRO","Specific regulation of large outlet","JPN","Japan","2013","2013",4,,
"SRO","Specific regulation of large outlet","KOR","Korea","1998","1998",0,,
"SRO","Specific regulation of large outlet","KOR","Korea","2003","2003",0,,
"SRO","Specific regulation of large outlet","KOR","Korea","2008","2008",0,,
"SRO","Specific regulation of large outlet","KOR","Korea","2013","2013",0,,
"SRO","Specific regulation of large outlet","LUX","Luxembourg","2003","2003",6,,
"SRO","Specific regulation of large outlet","LUX","Luxembourg","2008","2008",6,,
"SRO","Specific regulation of large outlet","LUX","Luxembourg","2013","2013",6,,
"SRO","Specific regulation of large outlet","MEX","Mexico","1998","1998",1,,
"SRO","Specific regulation of large outlet","MEX","Mexico","2003","2003",4,,
"SRO","Specific regulation of large outlet","MEX","Mexico","2008","2008",4,,
"SRO","Specific regulation of large outlet","MEX","Mexico","2013","2013",4,,
"SRO","Specific regulation of large outlet","NLD","Netherlands","1998","1998",0,,
"SRO","Specific regulation of large outlet","NLD","Netherlands","2003","2003",0,,
"SRO","Specific regulation of large outlet","NLD","Netherlands","2008","2008",0,,
"SRO","Specific regulation of large outlet","NLD","Netherlands","2013","2013",0,,
"SRO","Specific regulation of large outlet","NZL","New Zealand","2008","2008",0,,
"SRO","Specific regulation of large outlet","NZL","New Zealand","2013","2013",0,,
"SRO","Specific regulation of large outlet","NOR","Norway","1998","1998",2,,
"SRO","Specific regulation of large outlet","NOR","Norway","2003","2003",2,,
"SRO","Specific regulation of large outlet","NOR","Norway","2008","2008",2,,
"SRO","Specific regulation of large outlet","NOR","Norway","2013","2013",2,,
"SRO","Specific regulation of large outlet","POL","Poland","1998","1998",6,,
"SRO","Specific regulation of large outlet","POL","Poland","2003","2003",3,,
"SRO","Specific regulation of large outlet","POL","Poland","2008","2008",3,,
"SRO","Specific regulation of large outlet","POL","Poland","2013","2013",6,,
"SRO","Specific regulation of large outlet","PRT","Portugal","1998","1998",4,,
"SRO","Specific regulation of large outlet","PRT","Portugal","2003","2003",4,,
"SRO","Specific regulation of large outlet","PRT","Portugal","2008","2008",5,,
"SRO","Specific regulation of large outlet","PRT","Portugal","2013","2013",3,,
"SRO","Specific regulation of large outlet","SVK","Slovak Republic","2003","2003",0,,
"SRO","Specific regulation of large outlet","SVK","Slovak Republic","2008","2008",0,,
"SRO","Specific regulation of large outlet","SVK","Slovak Republic","2013","2013",0,,
"SRO","Specific regulation of large outlet","ESP","Spain","1998","1998",3,,
"SRO","Specific regulation of large outlet","ESP","Spain","2003","2003",3,,
"SRO","Specific regulation of large outlet","ESP","Spain","2008","2008",3,,
"SRO","Specific regulation of large outlet","ESP","Spain","2013","2013",3,,
"SRO","Specific regulation of large outlet","SWE","Sweden","1998","1998",0,,
"SRO","Specific regulation of large outlet","SWE","Sweden","2008","2008",0,,
"SRO","Specific regulation of large outlet","SWE","Sweden","2013","2013",0,,
"SRO","Specific regulation of large outlet","CHE","Switzerland","1998","1998",1,,
"SRO","Specific regulation of large outlet","CHE","Switzerland","2003","2003",0,,
"SRO","Specific regulation of large outlet","CHE","Switzerland","2008","2008",0,,
"SRO","Specific regulation of large outlet","CHE","Switzerland","2013","2013",0,,
"SRO","Specific regulation of large outlet","TUR","Turkey","2008","2008",0,,
"SRO","Specific regulation of large outlet","TUR","Turkey","2013","2013",0,,
"SRO","Specific regulation of large outlet","GBR","United Kingdom","1998","1998",6,,
"SRO","Specific regulation of large outlet","GBR","United Kingdom","2003","2003",6,,
"SRO","Specific regulation of large outlet","GBR","United Kingdom","2008","2008",6,,
"SRO","Specific regulation of large outlet","GBR","United Kingdom","2013","2013",6,,
"SRO","Specific regulation of large outlet","BRA","Brazil","2008","2008",0,,
"SRO","Specific regulation of large outlet","BRA","Brazil","2013","2013",0,,
"SRO","Specific regulation of large outlet","CHL","Chile","2008","2008",0,,
"SRO","Specific regulation of large outlet","CHL","Chile","2013","2013",0,,
"SRO","Specific regulation of large outlet","CHN","China (People's Republic of)","2008","2008",1,,
"SRO","Specific regulation of large outlet","CHN","China (People's Republic of)","2013","2013",1,,
"SRO","Specific regulation of large outlet","EST","Estonia","2008","2008",0,,
"SRO","Specific regulation of large outlet","EST","Estonia","2013","2013",0,,
"SRO","Specific regulation of large outlet","ISR","Israel","2008","2008",3,,
"SRO","Specific regulation of large outlet","ISR","Israel","2013","2013",5,,
"SRO","Specific regulation of large outlet","RUS","Russia","2008","2008",5,,
"SRO","Specific regulation of large outlet","RUS","Russia","2013","2013",5,,
"SRO","Specific regulation of large outlet","SVN","Slovenia","2008","2008",0,,
"SRO","Specific regulation of large outlet","SVN","Slovenia","2013","2013",0,,
"SRO","Specific regulation of large outlet","ZAF","South Africa","2008","2008",0,,
"SRO","Specific regulation of large outlet","ZAF","South Africa","2013","2013",0,,
"PEF","Protection of existing firms","AUS","Australia","1998","1998",3,,
"PEF","Protection of existing firms","AUS","Australia","2003","2003",3,,
"PEF","Protection of existing firms","AUS","Australia","2008","2008",3,,
"PEF","Protection of existing firms","AUS","Australia","2013","2013",0,,
"PEF","Protection of existing firms","AUT","Austria","1998","1998",3,,
"PEF","Protection of existing firms","AUT","Austria","2003","2003",0,,
"PEF","Protection of existing firms","AUT","Austria","2008","2008",0,,
"PEF","Protection of existing firms","AUT","Austria","2013","2013",0,,
"PEF","Protection of existing firms","BEL","Belgium","1998","1998",6,,
"PEF","Protection of existing firms","BEL","Belgium","2003","2003",6,,
"PEF","Protection of existing firms","BEL","Belgium","2008","2008",6,,
"PEF","Protection of existing firms","BEL","Belgium","2013","2013",6,,
